ward_no,date,mean
4,2018-08-07,0.6476707346369371
3,2018-08-07,0.5387058542705256
2,2018-08-07,0.5664662881759145
1,2018-08-07,0.5268729719352678
48,2018-08-14,0.12205789678676968
47,2018-08-14,0.1805243734388985
46,2018-08-14,0.32921131092103945
45,2018-08-14,0.2906960041935012
44,2018-08-14,0.2146067577619352
43,2018-08-14,0.2236559189478884
42,2018-08-14,0.16484645118590516
41,2018-08-14,-0.04560046361377213
40,2018-08-14,-0.04245564285046157
39,2018-08-14,0.1738455711681982
38,2018-08-14,0.1498942453647165
37,2018-08-14,0.2350110944214137
36,2018-08-14,0.2905870341096439
35,2018-08-14,0.3689493437170805
34,2018-08-14,0.3921817184017143
33,2018-08-14,0.413127170187808
32,2018-08-14,0.35458518938057776
31,2018-08-14,0.3905947223176039
30,2018-08-14,0.32845236347759
29,2018-08-14,0.2435933953138851
28,2018-08-14,0.17841698537177833
27,2018-08-14,0.08222560022675728
26,2018-08-14,0.03469275614308697
25,2018-08-14,0.017357604475829663
24,2018-08-14,-0.0997289486917749
23,2018-08-14,-0.10997709432169683
22,2018-08-14,0.003102785299524949
21,2018-08-14,0.1645747544977039
20,2018-08-14,0.35424248260420993
19,2018-08-14,0.3434286386094014
18,2018-08-14,0.2714620008405586
17,2018-08-14,0.17368212272287126
16,2018-08-14,0.07788617578619056
15,2018-08-14,0.037223160981054534
14,2018-08-14,-0.0769929123952852
13,2018-08-14,-0.101854609061031
12,2018-08-14,-0.17314847422160787
11,2018-08-14,-0.10623093065367052
10,2018-08-14,0.17965738971274778
9,2018-08-14,0.20926203783747974
8,2018-08-14,0.17628679970694727
7,2018-08-14,0.18603890901317813
6,2018-08-14,0.1606473980320781
5,2018-08-14,0.05540263452810079
4,2018-08-14,-0.028805681367228705
3,2018-08-14,-0.14975619507083046
2,2018-08-14,-0.0014277135131559725
1,2018-08-14,0.0489637654143516
48,2018-08-21,-0.6869706947546389
47,2018-08-21,-0.7275101486283009
46,2018-08-21,-0.8096184683462361
45,2018-08-21,-0.9405633987286756
44,2018-08-21,-0.9763636759625556
43,2018-08-21,-0.952683977086848
42,2018-08-21,-0.8796121764988402
41,2018-08-21,-0.6642345074400159
40,2018-08-21,-0.7236838594472419
39,2018-08-21,-0.9596133475378252
38,2018-08-21,-0.9307351288750578
37,2018-08-21,-0.9586271208547577
36,2018-08-21,-0.8927834556952715
35,2018-08-21,-0.8392706814998119
34,2018-08-21,-0.7981204964477147
33,2018-08-21,-0.7686534798388964
32,2018-08-21,-0.6906395111422523
31,2018-08-21,-0.7924212478372882
30,2018-08-21,-0.7229522696679695
29,2018-08-21,-0.7506840116501298
28,2018-08-21,-0.8313357313966141
27,2018-08-21,-0.8453981942306129
26,2018-08-21,-0.8243980657132248
25,2018-08-21,-0.8379033010802888
24,2018-08-21,-0.7114076435352746
23,2018-08-21,-0.8402141277856473
22,2018-08-21,-0.7829461342465424
21,2018-08-21,-0.7579360604225035
20,2018-08-21,-0.6327703293699997
19,2018-08-21,-0.6098713758222826
18,2018-08-21,-0.6319584299217529
17,2018-08-21,-0.7237590074770655
16,2018-08-21,-0.7596012329264921
15,2018-08-21,-0.7531371444484102
14,2018-08-21,-0.847871471560944
13,2018-08-21,-0.8488965056220558
12,2018-08-21,-0.7924027591221189
11,2018-08-21,-0.8421325691508863
10,2018-08-21,-0.6955489056072964
9,2018-08-21,-0.6111080457631172
8,2018-08-21,-0.5344338694042066
7,2018-08-21,-0.6276015067618217
6,2018-08-21,-0.6800662326747648
5,2018-08-21,-0.6623351198538054
