,WARD_NO,date,mean
423,16.0,2018-07-24,-0.510503806399663
424,160.0,2018-07-24,-0.4129239365214577
425,17.0,2018-07-24,-0.5135799460746335
426,37.0,2018-07-24,-0.5114109927525778
427,38.0,2018-07-24,-0.4573309724557912
428,42.0,2018-07-24,-0.4367646523267447
429,69.0,2018-07-24,-0.3786208394088697
430,73.0,2018-07-24,-0.3697059903670651
431,12.0,2018-07-24,-0.5830853291140587
432,13.0,2018-07-24,-0.6090519781569582
433,14.0,2018-07-24,-0.5844962087213376
434,15.0,2018-07-24,-0.502346317214678
435,39.0,2018-07-24,-0.49441052844059297
436,41.0,2018-07-24,-0.4388337646450444
437,70.0,2018-07-24,-0.3885754319938554
438,71.0,2018-07-24,-0.4720798798137261
439,102.0,2018-07-24,-0.3871228344849766
440,43.0,2018-07-24,-0.41856565328451534
441,44.0,2018-07-24,-0.4576213711780261
442,67.0,2018-07-24,-0.4449153027738968
443,68.0,2018-07-24,-0.41685196000389946
444,74.0,2018-07-24,-0.37814168297134776
445,75.0,2018-07-24,-0.3912569168197261
446,35.0,2018-07-24,-0.4631119524941583
447,36.0,2018-07-24,-0.5243171851892645
448,45.0,2018-07-24,-0.5092282737225082
449,64.0,2018-07-24,-0.436637288446478
450,65.0,2018-07-24,-0.4887801660303338
451,66.0,2018-07-24,-0.4987287681270046
452,76.0,2018-07-24,-0.4363689207018464
453,18.0,2018-07-24,-0.4364376556950216
454,19.0,2018-07-24,-0.4072603797512941
455,20.0,2018-07-24,-0.4034348316803452
456,21.0,2018-07-24,-0.4036828250640564
457,22.0,2018-07-24,-0.3980248483785504
458,33.0,2018-07-24,-0.4432424387392671
459,34.0,2018-07-24,-0.4580005293225629
460,46.0,2018-07-24,-0.44940980452773177
461,31.0,2018-07-24,-0.280875681171241
462,32.0,2018-07-24,-0.3885419997445682
463,47.0,2018-07-24,-0.4416984980715414
464,48.0,2018-07-24,-0.3761052978917154
465,60.0,2018-07-24,-0.24922048907708605
466,61.0,2018-07-24,-0.38732178022426
467,78.0,2018-07-24,-0.2957319337267255
468,23.0,2018-07-24,-0.3103684232336434
469,24.0,2018-07-24,-0.2388582485008057
470,27.0,2018-07-24,-0.11155176210968376
471,28.0,2018-07-24,-0.15357249404653228
472,29.0,2018-07-24,-0.1638143941945091
473,30.0,2018-07-24,-0.213157931836791
474,49.0,2018-07-24,-0.1930619267372975
475,59.0,2018-07-24,-0.17324995622720593
476,113.0,2018-07-24,-0.3198837193514377
477,50.0,2018-07-24,-0.13046794838675085
478,57.0,2018-07-24,-0.20554314737300228
479,58.0,2018-07-24,-0.2707361669594047
480,79.0,2018-07-24,-0.1554336060756626
481,80.0,2018-07-24,-0.1928979718299361
482,88.0,2018-07-24,-0.34144904138246945
483,110.0,2018-07-24,-0.3317389419564065
484,62.0,2018-07-24,-0.3574494158336386
485,63.0,2018-07-24,-0.29758352451243186
486,90.0,2018-07-24,-0.2291005008729397
487,91.0,2018-07-24,-0.2934823818948021
488,92.0,2018-07-24,-0.2842957010001545
489,93.0,2018-07-24,-0.35926398268537024
490,111.0,2018-07-24,-0.2989059211031186
491,112.0,2018-07-24,-0.33664709561628736
492,114.0,2018-07-24,-0.3929174832074744
493,115.0,2018-07-24,-0.3727510580500072
494,116.0,2018-07-24,-0.35759740598244305
495,117.0,2018-07-24,-0.3596211220273415
496,89.0,2018-07-24,-0.2577700338017996
497,109.0,2018-07-24,-0.3619596533218343
498,120.0,2018-07-24,-0.3243906683905265
499,121.0,2018-07-24,-0.3177894473781664
500,77.0,2018-07-24,-0.4007712346581585
501,94.0,2018-07-24,-0.35531163355214185
502,95.0,2018-07-24,-0.3466758395560751
503,96.0,2018-07-24,-0.3274298615459464
504,100.0,2018-07-24,-0.3910295256299397
505,101.0,2018-07-24,-0.3724275058775413
506,107.0,2018-07-24,-0.3766058770564545
507,108.0,2018-07-24,-0.3378134367963642
508,97.0,2018-07-24,-0.3496676859321915
509,98.0,2018-07-24,-0.3912445457006509
510,99.0,2018-07-24,-0.4040798770137906
511,103.0,2018-07-24,-0.3380115429542147
512,104.0,2018-07-24,-0.3466028519442413
513,105.0,2018-07-24,-0.3508942168910194
514,106.0,2018-07-24,-0.3495354919340992
515,125.0,2018-07-24,-0.344201634696555
516,126.0,2018-07-24,-0.3437780252012103
517,127.0,2018-07-24,-0.3343667805039225
518,128.0,2018-07-24,-0.3323200797643577
519,131.0,2018-07-24,-0.3486520101632712
520,122.0,2018-07-24,-0.3629407902336412
521,123.0,2018-07-24,-0.3597138059764125
522,124.0,2018-07-24,-0.35197263042174776
523,132.0,2018-07-24,-0.34185529027795164
524,133.0,2018-07-24,-0.3434353238894425
525,134.0,2018-07-24,-0.33637061436364835
526,157.0,2018-07-24,-0.3508734034989817
527,158.0,2018-07-24,-0.3655802652050426
528,135.0,2018-07-24,-0.3677426219731489
529,136.0,2018-07-24,-0.3701138471155112
530,137.0,2018-07-24,-0.34729747937861577
531,138.0,2018-07-24,-0.32528493011799897
532,139.0,2018-07-24,-0.3338417549753133
533,140.0,2018-07-24,-0.3273436145502481
534,141.0,2018-07-24,-0.3673126780549306
535,118.0,2018-07-24,-0.3834884078677138
536,119.0,2018-07-24,-0.3732412734207033
537,142.0,2018-07-24,-0.35237076284664465
538,143.0,2018-07-24,-0.3836867694718419
539,144.0,2018-07-24,-0.4584505258469404
540,145.0,2018-07-24,-0.4263767848977605
541,153.0,2018-07-24,-0.4350449559194993
542,155.0,2018-07-24,-0.3661463311554067
543,156.0,2018-07-24,-0.3831241929808108
544,154.0,2018-07-24,-0.4048171603177133
545,162.0,2018-07-24,-0.4014735042618838
546,163.0,2018-07-24,-0.4170120596904436
547,164.0,2018-07-24,-0.425692526536016
548,183.0,2018-07-24,-0.4209985081315708
549,161.0,2018-07-24,-0.44017976879856974
550,165.0,2018-07-24,-0.4205218833251687
551,166.0,2018-07-24,-0.4195372934213612
552,167.0,2018-07-24,-0.4051697361295796
553,180.0,2018-07-24,-0.44250750454944493
554,181.0,2018-07-24,-0.4173975469326083
555,182.0,2018-07-24,-0.40251469587409744
556,172.0,2018-07-24,-0.4741402413006202
557,146.0,2018-07-24,-0.4016845109281564
558,147.0,2018-07-24,-0.3131667732092569
559,148.0,2018-07-24,-0.3846774449067628
560,151.0,2018-07-24,-0.4313530945477063
561,152.0,2018-07-24,-0.4441716955547105
562,173.0,2018-07-24,-0.5274665987124021
563,176.0,2018-07-24,-0.4941100130371735
564,170.0,2018-07-24,-0.5012479586150936
565,171.0,2018-07-24,-0.5073717064555051
566,177.0,2018-07-24,-0.4951626001659255
567,178.0,2018-07-24,-0.4607811349957982
568,168.0,2018-07-24,-0.4728641000283438
569,169.0,2018-07-24,-0.4580593511224133
570,179.0,2018-07-24,-0.4539644453893025
